Universe,Strategy,CAGR %,Sharpe,Sortino,Max DD %,Ann. Turnover %,Ann. Costs bps,"Ann. Costs ($ @ 10,000,000)",Mean solve (s),"Ann. Costs (₽ @ 1,000,000,000)",Net excess vs 1/N (bps)
SP500,1/N Equal weight,15.993147153033298,0.9475278288392176,0.1957698809498216,-31.95792894668319,4.71899224806201,0.4718992248062015,471.8992248062015,4.116398440243119e-05,,0.0
SP500,Continuous MVO,16.41415729216702,0.876792160014322,0.2470124720729234,-26.41921728152068,210.7411054588315,21.074110545883133,21074.110545883133,0.0286491884729425,,42.10101391337204
SP500,Continuous + Top-K rounding,16.396066046268707,0.875910819012943,0.2468529687486236,-26.419147000897308,210.79943643299583,21.079943643299583,21079.943643299583,0.0437116063231218,,40.291889323540886
SP500,SCIP MIQP (discrete),16.380976377671843,0.8751048011674917,0.2466338462522771,-26.43562302434323,210.95975478888042,21.095975478888043,21095.975478888042,0.9129098261025684,,38.78292246385442
SP500,Neal SA (quantum-inspired),14.398211240606601,0.8364657642242136,0.2147827087282292,-28.21912757303456,267.60065182148674,26.76006518214868,26760.06518214868,2.014373886157604,,-159.49359124266974
SP500,Tabu SA (quantum-inspired),16.64046998398554,0.8854831030114221,0.2487925728366274,-26.420441736288907,210.4226809333668,21.042268093336688,21042.26809333669,4.635732707826812,,64.73228309522412
MOEX,1/N Equal weight,5.67771946584529,0.3735420528205449,0.0937676604050024,-41.54789242811397,5.95063538611925,1.785190615835777,,1.4609613428168958e-05,178519.0615835777,0.0
MOEX,Continuous MVO,4.57229674506978,0.3306178912621389,0.0977139726243399,-39.75854698738238,150.45446747990422,45.13634024397125,,0.0142509062080165,4513634.024397125,-110.54227207755103
MOEX,Continuous + Top-K rounding,4.67809874868181,0.335725677063008,0.0990980283147782,-39.758546051212,150.78773557828177,45.23632067348455,,0.0229880737823273,4523632.067348454,-99.96207171634799
MOEX,SCIP MIQP (discrete),4.6827669336599795,0.335888329475369,0.0991435931187115,-39.77413108462931,150.7576588388609,45.22729765165825,,0.2666365862476073,4522729.765165824,-99.49525321853105
MOEX,Neal SA (quantum-inspired),4.2741784863451,0.3118956531434524,0.0942681025190318,-39.66185985298602,155.84401831916145,46.75320549574843,,0.6447818833066146,4675320.549574844,-140.354097950019
MOEX,Tabu SA (quantum-inspired),4.63695546660369,0.3337307802345111,0.0982349130843241,-39.77440518229145,150.50744001868776,45.15223200560631,,4.523703790653833,4515223.200560631,-104.07639992415997
