seed,bf_optimum,tabu_obj,local_E_obj,local_p_valid,local_best,real_E_obj,real_p_valid,real_best
42,-0.1612187945119608,-0.16356611504055926,-0.08279269000689184,0.525390625,-0.1612187945119608,-0.058206672492184,0.43917565577011997,-0.1612187945119608
123,-0.11650404461622513,-0.13334066114945958,-0.05969475376085195,0.5361328125,-0.11650404461622513,-0.016030221076788847,0.16296428785812422,-0.11650404461622513
7,-0.16568826982956888,-0.16862286752941222,-0.06875216016589879,0.55712890625,-0.16568826982956888,-0.04774729206896377,0.3699755373876149,-0.16568826982956888
